4.229159500000000094e+01,-8.323761700000000019e+01
4.229150800000000032e+01,-8.323763999999999896e+01
4.229150800000000032e+01,-8.323764799999999298e+01
4.229150800000000032e+01,-8.323764799999999298e+01
4.229157599999999917e+01,-8.323772400000000005e+01
4.229157599999999917e+01,-8.323772400000000005e+01
4.229157599999999917e+01,-8.323772400000000005e+01
4.229157599999999917e+01,-8.323772400000000005e+01
4.229158000000000328e+01,-8.323772400000000005e+01
4.229158000000000328e+01,-8.323772400000000005e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229144699999999801e+01,-8.323760199999999543e+01
4.229145100000000213e+01,-8.323760199999999543e+01
4.229143899999999689e+01,-8.323761000000000365e+01
4.229142800000000335e+01,-8.323763999999999896e+01
4.229142000000000223e+01,-8.323766299999999774e+01
4.229141599999999812e+01,-8.323770899999999529e+01
4.229142800000000335e+01,-8.323776999999999759e+01
4.229150400000000332e+01,-8.323795300000000452e+01
4.229155300000000040e+01,-8.323804499999999962e+01
4.229164500000000260e+01,-8.323821300000000178e+01
4.229167900000000202e+01,-8.323826599999999587e+01
4.229171800000000303e+01,-8.323830399999999941e+01
4.229175899999999899e+01,-8.323832699999999818e+01
4.229187399999999997e+01,-8.323827400000000409e+01
4.229194300000000339e+01,-8.323822800000000655e+01
4.229205699999999979e+01,-8.323812900000000070e+01
4.229212199999999910e+01,-8.323810600000000193e+01
4.229223600000000260e+01,-8.323818199999999479e+01
4.229228200000000015e+01,-8.323825800000000186e+01
4.229236199999999712e+01,-8.323843399999999804e+01
4.229244599999999821e+01,-8.323860200000000020e+01
4.229248799999999875e+01,-8.323869299999999782e+01
4.229257199999999983e+01,-8.323886899999999400e+01
4.229261799999999738e+01,-8.323896000000000583e+01
4.229271299999999911e+01,-8.323915900000000079e+01
4.229280099999999720e+01,-8.323934199999999350e+01
4.229283499999999663e+01,-8.323941000000000656e+01
4.229291899999999771e+01,-8.323957099999999798e+01
4.229294600000000059e+01,-8.323963899999999683e+01
4.229297300000000348e+01,-8.323969999999999914e+01
4.229299199999999814e+01,-8.323973800000000267e+01
4.229302200000000056e+01,-8.323977700000000368e+01
4.229308699999999988e+01,-8.323979199999999423e+01
